Angle_of_Attack,Cut_Angle,Opening_Percent,Status,CL,CD,L_over_D
6.0,130.0,10.0,PASS,0.1499142348766327,0.22366535663604736,0.670261309714477
8.0,130.0,10.0,PASS,0.5117218494415283,0.2352505326271057,2.175220790053027
10.0,130.0,10.0,PASS,0.543422281742096,0.30277249217033386,1.7948205196804248
12.0,130.0,10.0,PASS,0.15174341201782227,0.29895177483558655,0.5075849176720093
14.0,130.0,10.0,PASS,0.8040422797203064,0.43791481852531433,1.836070043091788
16.0,130.0,10.0,PASS,1.149680733680725,0.5743243098258972,2.0017970927075046
18.0,130.0,10.0,PASS,1.1913514137268066,0.7066797614097595,1.6858434028875722
20.0,130.0,10.0,PASS,1.7997334003448486,1.033130407333374,1.7420195820101387
-20.0,140.0,0.0,FAIL,-1.3793902397155762,0.5651224255561829,-2.440869760845194
-18.0,140.0,0.0,FAIL,-1.3333756923675537,0.43891799449920654,-3.0378697366666385
-16.0,140.0,0.0,FAIL,-0.9876866340637207,0.39368537068367004,-2.5088222921479506
-14.0,140.0,0.0,FAIL,-1.0342687368392944,0.3708796501159668,-2.788690985110396
-12.0,140.0,0.0,FAIL,-0.6356685161590576,0.3508510887622833,-1.8117900628484307
-10.0,140.0,0.0,FAIL,-0.6377630829811096,0.2797986567020416,-2.279364348987084
-8.0,140.0,0.0,FAIL,-0.5102984309196472,0.20700271427631378,-2.4651774866994485
-6.0,140.0,0.0,FAIL,-0.2314782291650772,0.17891502380371094,-1.2937886614767118
-4.0,140.0,0.0,FAIL,-0.5360603332519531,0.1655108779668808,-3.2388223652539643
-2.0,140.0,0.0,FAIL,-0.4659329950809479,0.13723617792129517,-3.3951178336382997
0.0,140.0,0.0,PASS,-0.05225791037082672,0.13617448508739471,-0.383756988963743
2.0,140.0,0.0,PASS,-0.051533378660678864,0.122245192527771,-0.42155750745757786
4.0,140.0,0.0,PASS,0.02554619312286377,0.13349708914756775,0.19136142432757464
6.0,140.0,0.0,PASS,0.6958924531936646,0.20278479158878326,3.431679702119026
8.0,140.0,0.0,PASS,0.7522376179695129,0.18488481640815735,4.068682505051417
10.0,140.0,0.0,PASS,0.8237711191177368,0.22711874544620514,3.627050323386246
12.0,140.0,0.0,PASS,1.1169317960739136,0.3153844177722931,3.54149327973564
14.0,140.0,0.0,PASS,0.8142502903938293,0.3282894194126129,2.4802818557196114
16.0,140.0,0.0,PASS,1.2903642654418945,0.516094446182251,2.50024830723759
18.0,140.0,0.0,PASS,1.0278289318084717,0.5065665245056152,2.0290107657855674
20.0,140.0,0.0,PASS,1.490769624710083,0.8004167675971985,1.862491748124269
-20.0,140.0,1.0,FAIL,-1.3778878450393677,0.5407268404960632,-2.5482142587471563
-18.0,140.0,1.0,FAIL,-0.9958494305610657,0.44445300102233887,-2.2406180817103154
-16.0,140.0,1.0,FAIL,-1.0071061849594116,0.4112720191478729,-2.4487593078811094
-14.0,140.0,1.0,FAIL,-1.1771488189697266,0.35352978110313416,-3.3297019993524124
-12.0,140.0,1.0,FAIL,-0.6332963109016418,0.29755479097366333,-2.1283351171371163
-10.0,140.0,1.0,FAIL,-0.7189309000968933,0.3222529888153076,-2.2309518454425667
-8.0,140.0,1.0,FAIL,-0.6515600681304932,0.23811239004135132,-2.7363551641195203
-6.0,140.0,1.0,FAIL,-0.3636212944984436,0.18402138352394104,-1.9759730501707524
-4.0,140.0,1.0,FAIL,-0.5366196036338806,0.1695135086774826,-3.165645073484121
-2.0,140.0,1.0,FAIL,-0.3780004382133484,0.14120447635650635,-2.6769720618416577
0.0,140.0,1.0,PASS,0.0011351607972756028,0.12996333837509155,0.008734469362424172
2.0,140.0,1.0,PASS,0.1101464033126831,0.13343657553195953,0.8254588584394675
4.0,140.0,1.0,PASS,0.06154773384332657,0.14378269016742706,0.4280608032278267
6.0,140.0,1.0,PASS,0.6040958166122437,0.17096376419067383,3.533472835439578
8.0,140.0,1.0,PASS,0.6336771249771118,0.19542735815048218,3.242520039027342
10.0,140.0,1.0,PASS,0.7983667254447937,0.22526325285434723,3.544149857238406
12.0,140.0,1.0,PASS,0.8473660349845886,0.2541428506374359,3.3342115776983
14.0,140.0,1.0,PASS,0.9575377106666565,0.35864198207855225,2.6698985576566714
16.0,140.0,1.0,PASS,0.9358175992965698,0.3714650869369507,2.519261250130372
18.0,140.0,1.0,PASS,0.8438729047775269,0.6120620369911194,1.3787375360281835
20.0,140.0,1.0,PASS,1.182478904724121,0.5658097267150879,2.0898879055848316
-20.0,140.0,2.5,FAIL,-1.2985285520553589,0.49011537432670593,-2.6494344394709253
-18.0,140.0,2.5,FAIL,-0.8887712359428406,0.48315292596817017,-1.8395236542588842
-16.0,140.0,2.5,FAIL,-1.2074410915374756,0.39009329676628113,-3.095262342487512
-14.0,140.0,2.5,FAIL,-0.5743353366851807,0.3451787829399109,-1.6638778658222502
-12.0,140.0,2.5,FAIL,-0.8692777752876282,0.3292863667011261,-2.639883891933554
-10.0,140.0,2.5,FAIL,-0.5996988415718079,0.26612722873687744,-2.2534291001269016
-8.0,140.0,2.5,FAIL,-0.3658103048801422,0.20541253685951233,-1.7808567601223417
-6.0,140.0,2.5,FAIL,-0.44771701097488403,0.21210011839866638,-2.110875818246121
-4.0,140.0,2.5,FAIL,-0.30828434228897095,0.17367301881313324,-1.775084836987116
-2.0,140.0,2.5,PASS,-0.14618884027004242,0.1449851244688034,-1.008302340020393
0.0,140.0,2.5,PASS,0.0899236723780632,0.1436779946088791,0.6258694842091431
2.0,140.0,2.5,PASS,-0.13384082913398743,0.14358539879322052,-0.9321339792128419
4.0,140.0,2.5,PASS,0.14028511941432953,0.15877321362495422,0.883556591262955
6.0,140.0,2.5,PASS,0.5177022814750671,0.20183880627155304,2.564929366350655
8.0,140.0,2.5,PASS,0.7234616279602051,0.22844699025154114,3.1668687215515834
10.0,140.0,2.5,PASS,0.8234613537788391,0.2305043637752533,3.572432817721974
12.0,140.0,2.5,PASS,0.23116320371627808,0.24928778409957886,0.9272945505582382
14.0,140.0,2.5,PASS,0.9205383658409119,0.3391188085079193,2.7145010620058687
16.0,140.0,2.5,PASS,1.2034779787063599,0.5325359106063843,2.2599001395717933
18.0,140.0,2.5,PASS,1.27025306224823,0.650398850440979,1.9530370654668003
20.0,140.0,2.5,PASS,1.3309123516082764,0.6991792917251587,1.9035351409284107
-20.0,140.0,5.0,FAIL,-0.9799345135688782,0.4300476014614105,-2.278665222730723
-18.0,140.0,5.0,FAIL,-1.2712724208831787,0.40044012665748596,-3.1746878902836677
-16.0,140.0,5.0,FAIL,-0.9701511859893799,0.3857567310333252,-2.5149300269904282
-14.0,140.0,5.0,FAIL,-0.8406079411506653,0.3222239911556244,-2.608768944037681
-12.0,140.0,5.0,FAIL,-0.7767558097839355,0.32110726833343506,-2.418991677813281
-10.0,140.0,5.0,FAIL,-0.4740075170993805,0.27991390228271484,-1.6934046977796402
-8.0,140.0,5.0,FAIL,-0.3334844410419464,0.25865069031715393,-1.289323607190193
-6.0,140.0,5.0,FAIL,-0.5081079602241516,0.2560870051383972,-1.9841223882076897
-4.0,140.0,5.0,PASS,-0.276029109954834,0.20491726696491241,-1.3470270907043569
-2.0,140.0,5.0,PASS,-0.3578267991542816,0.18880696594715118,-1.8951991382269266
0.0,140.0,5.0,PASS,0.08853115141391754,0.17489759624004364,0.5061884972530453
2.0,140.0,5.0,PASS,-0.46384936571121216,0.1658330112695694,-2.797087034481953
4.0,140.0,5.0,PASS,-0.15886050462722778,0.17278887331485748,-0.919390824070892
6.0,140.0,5.0,PASS,0.49652883410453796,0.18170008063316345,2.7326836200308913
8.0,140.0,5.0,PASS,0.47318756580352783,0.2522980272769928,1.8755103672848974
10.0,140.0,5.0,PASS,0.522642195224762,0.24127750098705292,2.166145592053389
12.0,140.0,5.0,PASS,0.7886785268783569,0.28823673725128174,2.7362179241947056
14.0,140.0,5.0,PASS,1.0383721590042114,0.39792773127555847,2.609449096889293
16.0,140.0,5.0,PASS,1.2128429412841797,0.5149546265602112,2.355242343166651
18.0,140.0,5.0,PASS,0.9640998840332031,0.5775638818740845,1.6692523793296823
20.0,140.0,5.0,PASS,0.9854835271835327,0.6132908463478088,1.606877932472265
-20.0,140.0,7.5,FAIL,-1.188738226890564,0.5435823798179626,-2.1868593814403146
-18.0,140.0,7.5,FAIL,-0.8906010389328003,0.43873488903045654,-2.029929830519988
-16.0,140.0,7.5,FAIL,-0.8248811960220337,0.426298588514328,-1.9349845818086944
-14.0,140.0,7.5,FAIL,-0.8885138034820557,0.4679587781429291,-1.8987010074008615
-12.0,140.0,7.5,FAIL,-0.13550321757793427,0.29983195662498474,-0.4519305383695812
-10.0,140.0,7.5,FAIL,-0.6470447778701782,0.3330211937427521,-1.9429537519765154
-8.0,140.0,7.5,FAIL,-0.37956273555755615,0.3063082993030548,-1.2391526328903841
-6.0,140.0,7.5,FAIL,-0.341604620218277,0.25467729568481445,-1.3413234159712561
-4.0,140.0,7.5,PASS,-0.15920162200927734,0.20532140135765076,-0.7753776321249773
-2.0,140.0,7.5,PASS,-0.182684525847435,0.20682767033576965,-0.8832692721958333
0.0,140.0,7.5,PASS,-0.012983566150069237,0.2120370864868164,-0.06123252476814475
2.0,140.0,7.5,PASS,-0.03545929491519928,0.2217557281255722,-0.15990249818990007
4.0,140.0,7.5,PASS,0.2145465761423111,0.2123422920703888,1.0103808056813837
6.0,140.0,7.5,PASS,0.5045297145843506,0.2254628837108612,2.2377506500421203
8.0,140.0,7.5,PASS,-0.06314914673566818,0.22874625027179718,-0.27606636900335685
10.0,140.0,7.5,PASS,0.5596221685409546,0.2995394468307495,1.8682753622669308
12.0,140.0,7.5,PASS,0.7987191677093506,0.3143690824508667,2.540705216563985
14.0,140.0,7.5,PASS,0.8841139674186707,0.385677695274353,2.2923647860676866
16.0,140.0,7.5,PASS,1.1405224800109863,0.553575873374939,2.0602821308986243
18.0,140.0,7.5,PASS,1.116356611251831,0.5529003739356995,2.0190918000385722
20.0,140.0,7.5,PASS,1.5352811813354492,0.9014319777488708,1.7031581075806497
-20.0,140.0,10.0,FAIL,-1.1786167621612549,0.5455938577651978,-2.160245657802998
-18.0,140.0,10.0,FAIL,-0.5992043614387512,0.4034021496772766,-1.4853772145689288
-16.0,140.0,10.0,FAIL,-1.0765702724456787,0.4196570813655853,-2.5653570980917673
-14.0,140.0,10.0,FAIL,-0.8385533690452576,0.39172425866127014,-2.1406725534717705
-12.0,140.0,10.0,FAIL,-0.566512405872345,0.39091041684150696,-1.4492128668498367
-10.0,140.0,10.0,FAIL,-0.015430319122970104,0.32465532422065735,-0.047528310709245083
-8.0,140.0,10.0,PASS,-0.1426973193883896,0.34828341007232666,-0.4097160968957901
-6.0,140.0,10.0,PASS,-0.20084819197654724,0.23342019319534302,-0.860457654614581
-4.0,140.0,10.0,PASS,-0.22117753326892853,0.23600028455257416,-0.9371918075787593
-2.0,140.0,10.0,PASS,-0.444441020488739,0.2663326561450958,-1.6687439945276978
0.0,140.0,10.0,PASS,0.30597740411758423,0.2188604474067688,1.3980479695762567
2.0,140.0,10.0,PASS,0.4365782141685486,0.20956452190876007,2.0832639522763565
4.0,140.0,10.0,PASS,-0.01685314252972603,0.2330041378736496,-0.07232979930538799
6.0,140.0,10.0,PASS,0.3241328299045563,0.2467767596244812,1.313465783397867
8.0,140.0,10.0,PASS,0.333827406167984,0.26674550771713257,1.251482767319882
10.0,140.0,10.0,PASS,0.17575500905513763,0.2797050476074219,0.6283583745039074
12.0,140.0,10.0,PASS,0.8019046187400818,0.37360185384750366,2.146414988260209
14.0,140.0,10.0,PASS,0.9741815328598022,0.5058147311210632,1.9259651269955573
16.0,140.0,10.0,PASS,0.4282980263233185,0.44540712237358093,0.9615877358245017
18.0,140.0,10.0,PASS,1.2749351263046265,0.6586757898330688,1.9356034425187223
20.0,140.0,10.0,PASS,1.1818852424621582,0.7545194029808044,1.5664080178627644
-20.0,150.0,0.0,FAIL,-1.1281150579452515,0.42923852801322937,-2.6281775384116552
-18.0,150.0,0.0,FAIL,-0.9468158483505249,0.37106481194496155,-2.5516185255824313
-16.0,150.0,0.0,FAIL,-1.059539556503296,0.37568825483322144,-2.820262658926229
-14.0,150.0,0.0,FAIL,-0.8173159956932068,0.26883718371391296,-3.0401895467070714
-12.0,150.0,0.0,FAIL,-0.9514883756637573,0.25404664874076843,-3.7453293730895263
-10.0,150.0,0.0,FAIL,-0.9147264957427979,0.26078104972839355,-3.507641742739727
-8.0,150.0,0.0,FAIL,-0.6250908374786377,0.19322875142097473,-3.2349784019293977
-6.0,150.0,0.0,FAIL,-0.22694523632526398,0.16348055005073547,-1.3882094001692098
-4.0,150.0,0.0,FAIL,-0.5607210397720337,0.18245936930179596,-3.0731282362627046
-2.0,150.0,0.0,FAIL,-0.39436912536621094,0.13617238402366638,-2.8961020855570148
0.0,150.0,0.0,FAIL,-0.24646440148353577,0.1414405107498169,-1.7425304827941936
2.0,150.0,0.0,PASS,0.1894574761390686,0.14351710677146912,1.3201037869356793
4.0,150.0,0.0,PASS,0.171690434217453,0.15294428169727325,1.1225685086892265
6.0,150.0,0.0,PASS,0.5210952162742615,0.19439609348773956,2.6805848148750306
8.0,150.0,0.0,PASS,0.3100440800189972,0.20828476548194885,1.488558605338168
10.0,150.0,0.0,PASS,0.3438510298728943,0.24127818644046783,1.4251227388006538
12.0,150.0,0.0,PASS,0.8199489712715149,0.2814130187034607,2.91368528381957
14.0,150.0,0.0,PASS,1.0737645626068115,0.4072941541671753,2.636336789076725
16.0,150.0,0.0,PASS,1.2547001838684082,0.4372549057006836,2.8694936695056654
18.0,150.0,0.0,PASS,1.2368940114974976,0.5962153077125549,2.074576072598633
20.0,150.0,0.0,PASS,0.8911465406417847,0.5220268964767456,1.7070893217500758
-20.0,150.0,1.0,FAIL,-1.3110835552215576,0.5105750560760498,-2.567856654215933
-18.0,150.0,1.0,FAIL,-0.7844080328941345,0.3321456015110016,-2.361639080348179
-16.0,150.0,1.0,FAIL,-0.8894519209861755,0.340848833322525,-2.609520215504273
-14.0,150.0,1.0,FAIL,-0.8344671726226807,0.26278549432754517,-3.1754689304980097
-12.0,150.0,1.0,FAIL,-0.5562886595726013,0.218110591173172,-2.550488981669524
-10.0,150.0,1.0,FAIL,-0.8412752747535706,0.25013992190361023,-3.3632187471368544
-8.0,150.0,1.0,FAIL,-0.42465877532958984,0.2171379029750824,-1.9557100327082069
-6.0,150.0,1.0,FAIL,-0.34469401836395264,0.17051362991333008,-2.0215041961112212
-4.0,150.0,1.0,FAIL,-0.46139082312583923,0.16385820508003235,-2.8157932213433234
-2.0,150.0,1.0,FAIL,-0.4298425018787384,0.15306828916072845,-2.8081747319157975
0.0,150.0,1.0,FAIL,0.011512682773172855,0.13989759981632233,0.082293640407615
2.0,150.0,1.0,PASS,0.0809326246380806,0.14641276001930237,0.5527702956177509
4.0,150.0,1.0,PASS,0.19843940436840057,0.17231039702892303,1.1516391801656152
6.0,150.0,1.0,PASS,0.6197826266288757,0.2458440214395523,2.521040060277678
8.0,150.0,1.0,PASS,0.48394352197647095,0.23915652930736542,2.023543004985257
10.0,150.0,1.0,PASS,0.4083705544471741,0.24059157073497772,1.6973601909645135
12.0,150.0,1.0,PASS,0.7541273832321167,0.31959906220436096,2.3596044933007523
14.0,150.0,1.0,PASS,0.9333836436271667,0.37929099798202515,2.4608642140022536
16.0,150.0,1.0,PASS,1.1255366802215576,0.43338367342948914,2.5970906363750705
18.0,150.0,1.0,PASS,1.166522741317749,0.5943647623062134,1.962637786250126
20.0,150.0,1.0,PASS,1.4738147258758545,0.6707489490509033,2.1972672904836803
-20.0,150.0,2.5,FAIL,-1.444095492362976,0.5142696499824524,-2.808051170066619
-18.0,150.0,2.5,FAIL,-1.2401039600372314,0.4417312443256378,-2.8073720751413385
-16.0,150.0,2.5,FAIL,-1.2309905290603638,0.36930790543556213,-3.333236334620382
-14.0,150.0,2.5,FAIL,-0.696584165096283,0.29794320464134216,-2.3379763466490755
-12.0,150.0,2.5,FAIL,-0.9770795702934265,0.29922589659690857,-3.2653576492066265
-10.0,150.0,2.5,FAIL,-0.7349230647087097,0.26650524139404297,-2.7576308100525675
-8.0,150.0,2.5,FAIL,-0.5361451506614685,0.2379842847585678,-2.2528594743362205
-6.0,150.0,2.5,FAIL,-0.44257596135139465,0.23207968473434448,-1.9070000110436194
-4.0,150.0,2.5,FAIL,-0.2842174172401428,0.1504233330488205,-1.889450336457436
-2.0,150.0,2.5,FAIL,-0.1462523192167282,0.14935505390167236,-0.979225780421285
0.0,150.0,2.5,PASS,0.24344372749328613,0.1410938799381256,1.725402459695944
2.0,150.0,2.5,PASS,0.31659722328186035,0.15381108224391937,2.0583511842130378
4.0,150.0,2.5,PASS,0.47586357593536377,0.16539378464221954,2.877155129890483
6.0,150.0,2.5,PASS,0.5871908068656921,0.18743567168712616,3.1327591038585787
8.0,150.0,2.5,PASS,0.582364559173584,0.24342946708202362,2.39233387048149
10.0,150.0,2.5,PASS,0.4882700443267822,0.26786428689956665,1.8228262153881483
12.0,150.0,2.5,PASS,0.5789151787757874,0.28220731019973755,2.0513826462044844
14.0,150.0,2.5,PASS,0.9306707382202148,0.32802802324295044,2.8371683889059796
16.0,150.0,2.5,PASS,0.6295990347862244,0.3685036301612854,1.7085287179142947
18.0,150.0,2.5,PASS,1.0815157890319824,0.5596985220909119,1.932318464933005
20.0,150.0,2.5,PASS,1.3542472124099731,0.6773397922515869,1.999361661461283
-20.0,150.0,5.0,FAIL,-1.1660351753234863,0.482329398393631,-2.417507991855558
-18.0,150.0,5.0,FAIL,-1.1965657472610474,0.347079336643219,-3.447528045989842
-16.0,150.0,5.0,FAIL,-1.0456732511520386,0.30766192078590393,-3.3987737204556514
-14.0,150.0,5.0,FAIL,-0.9334722757339478,0.2619941234588623,-3.5629511968062113
-12.0,150.0,5.0,FAIL,-0.627301812171936,0.23236753046512604,-2.699610444352001
-10.0,150.0,5.0,FAIL,-0.6589221358299255,0.22520886361598969,-2.9258268313696267
-8.0,150.0,5.0,FAIL,-0.24745029211044312,0.2083035111427307,-1.1879314503771798
-6.0,150.0,5.0,FAIL,-0.24349215626716614,0.16568847000598907,-1.4695781562734251
-4.0,150.0,5.0,FAIL,0.05134395882487297,0.16220980882644653,0.3165280767934787
-2.0,150.0,5.0,FAIL,-0.13470320403575897,0.16843296587467194,-0.7997437041866811
0.0,150.0,5.0,PASS,0.27296367287635803,0.17255054414272308,1.5819345817337989
2.0,150.0,5.0,PASS,0.30507978796958923,0.17484086751937866,1.7448997611257873
4.0,150.0,5.0,PASS,0.26052409410476685,0.1945754736661911,1.3389359367651628
6.0,150.0,5.0,PASS,0.1739366054534912,0.1992332488298416,0.8730300111807372
8.0,150.0,5.0,PASS,0.3324647545814514,0.23597030341625214,1.4089262494822616
10.0,150.0,5.0,PASS,0.14429457485675812,0.24305598437786102,0.5936680605750241
12.0,150.0,5.0,PASS,0.9630290865898132,0.319968044757843,3.0097664512674984
14.0,150.0,5.0,PASS,0.6636947393417358,0.34224119782447815,1.9392602163638943
16.0,150.0,5.0,PASS,1.2159311771392822,0.5093388557434082,2.387273547714249
18.0,150.0,5.0,PASS,1.2592861652374268,0.620050311088562,2.030941913449927
20.0,150.0,5.0,PASS,1.4456335306167603,0.7513847351074219,1.923959142462596
-20.0,150.0,7.5,FAIL,-1.3097323179244995,0.33242151141166687,-3.939974619459998
-18.0,150.0,7.5,FAIL,-0.9907814860343933,0.30074185132980347,-3.2944582925635766
-16.0,150.0,7.5,FAIL,-1.0838054418563843,0.2831686735153198,-3.827419991066734
-14.0,150.0,7.5,FAIL,-0.6993904709815979,0.285915344953537,-2.446145278055129
-12.0,150.0,7.5,FAIL,-0.6367699503898621,0.23276208341121674,-2.7357116806043176
-10.0,150.0,7.5,FAIL,-0.3910543620586395,0.21210414171218872,-1.843690363148469
-8.0,150.0,7.5,FAIL,-0.3373638689517975,0.21721303462982178,-1.553147441297613
-6.0,150.0,7.5,FAIL,-0.3399365544319153,0.22753269970417023,-1.494011871145943
-4.0,150.0,7.5,FAIL,-0.028619062155485153,0.1842535436153412,-0.1553243514015233
-2.0,150.0,7.5,PASS,-0.052671875804662704,0.17710010707378387,-0.29741300937056137
0.0,150.0,7.5,PASS,0.252940833568573,0.19569645822048187,1.2925161541942503
2.0,150.0,7.5,PASS,0.23196713626384735,0.20609121024608612,1.1255556992792837
4.0,150.0,7.5,PASS,0.019494350999593735,0.20504768192768097,0.09507228180452813
6.0,150.0,7.5,PASS,0.3481011688709259,0.2254495620727539,1.5440312488102843
8.0,150.0,7.5,PASS,0.6017178893089294,0.27393239736557007,2.1965926451040434
10.0,150.0,7.5,PASS,0.2162500023841858,0.2624817192554474,0.8238669077511305
12.0,150.0,7.5,PASS,0.8275651335716248,0.3068963587284088,2.6965622433597765
14.0,150.0,7.5,PASS,0.8843656778335571,0.3908708691596985,2.2625520283329967
16.0,150.0,7.5,PASS,1.1189523935317993,0.48583418130874634,2.3031569959066096
18.0,150.0,7.5,PASS,1.4208866357803345,0.6528605818748474,2.176401325532496
20.0,150.0,7.5,PASS,1.3967686891555786,0.6919612884521484,2.0185647845705605
-20.0,150.0,10.0,FAIL,-1.216030478477478,0.2799263894557953,-4.344108037979421
-18.0,150.0,10.0,FAIL,-1.0654590129852295,0.2790061831474304,-3.818764878132566
-16.0,150.0,10.0,FAIL,-0.9849640130996704,0.22959750890731812,-4.28995949384308
-14.0,150.0,10.0,FAIL,-0.8150976896286011,0.24360449612140656,-3.3459878721711944
-12.0,150.0,10.0,FAIL,-0.19309797883033752,0.1958209127187729,-0.9860947748091344
-10.0,150.0,10.0,FAIL,-0.5088614821434021,0.2207140177488327,-2.305524077417114
-8.0,150.0,10.0,FAIL,-0.2278907746076584,0.20975185930728912,-1.0864779714481363
-6.0,150.0,10.0,FAIL,-0.28994959592819214,0.21263732016086578,-1.3635875193914104
-4.0,150.0,10.0,PASS,-0.12374796718358994,0.19324101507663727,-0.6403814797521781
-2.0,150.0,10.0,PASS,0.058468110859394073,0.192058727145195,0.3044282950766023
0.0,150.0,10.0,PASS,0.2105017602443695,0.21791516244411469,0.965980328690316
2.0,150.0,10.0,PASS,0.7246316075325012,0.2032877504825592,3.5645611002748048
4.0,150.0,10.0,PASS,0.5076245069503784,0.23594653606414795,2.1514386920788193
6.0,150.0,10.0,PASS,0.1771364063024521,0.2307940423488617,0.767508573876867
8.0,150.0,10.0,PASS,0.02822759374976158,0.25000807642936707,0.11290672746620854
10.0,150.0,10.0,PASS,-0.09869760274887085,0.233412966132164,-0.42284541593540226
12.0,150.0,10.0,PASS,0.9156795144081116,0.3760010302066803,2.4353111849315434
14.0,150.0,10.0,PASS,0.5320853590965271,0.4370030164718628,1.217578229533311
16.0,150.0,10.0,PASS,0.9691821932792664,0.52927166223526,1.8311620712625025
18.0,150.0,10.0,PASS,1.3038907051086426,0.6125848293304443,2.128506359737632
20.0,150.0,10.0,PASS,1.172264575958252,0.7133082747459412,1.6434192865290638
